year,type,sentence1,sentence2,similarity_score
2013,OnWN,a watch with a hinged lid to protect the face,a watch with a hinged metal lid to protect the crystal.,4
2014,headlines,Muslim Brotherhood supporter dies in Cairo clash,Muslim Brotherhood supporters die in Egypt clashes,3.6
2015,headlines,Foreign exchange rates in Singapore,Foreign exchange rates in Hong Kong,
2014,OnWN,the inclusion of all members of mathematical sets,a set containing all and only the members of two or more given sets.,4.25
2012,SMTeuroparl,"On the other hand, we would like to be given a chance to prove to Europe that we are able to develop the constitutional equality of Serbia and Montenegro within Yugoslavia on our own, by recognising the genuine principles of democracy.","Furthermore, we would have a chance to demonstrate to Europe that we are in a position to develop the constitutional equality of Serbia and Montenegro, in Yugoslavia, recognising the real democratic principles.",4
2015,headlines,"3 bombs explode in southern Thailand, injuring 27",3 bombs explode in southern Thailand, 27 hurt
2013,FNWN,"an agent performs a response action in consequence of a trigger event. in many cases, a non-agentive responding_entity causes the response after the trigger occurs.","contend against an opponent in a sport, game, or battle;",0
2015,belief,come out of your plane and hump in my boots!,you lie through your teeth and still get votes.,
2014,OnWN,a detention center for prisoners or drunks,a cell for violent prisoners.,2.2
2015,answers-forums,"Note: We had a very similar question on Writers.SE; I'm cross-posting my answer from there, adjusted to your specific question.","Fantasy stories need to go into details that real-world-based fiction doesn't: cultures, politics, religions, biology, magic, science, technology, you name it.",
2015,belief,fact: the un had already confirmed that it was destroyed.,i have heard really good things about them.,
2014,OnWN,"the act of expressing approval, support of something",the act of decreasing something markedly.,0.4
2015,answers-students,terminal 1 is connected to terminal 4,Terminals 1 and 4 are connected,5
2016,plagiarism,"The PageRank is computed iteratively, and it is found that the PageRank values converge fairly rapidly.",The PageRank depends on the PageRank rating and number of all pages that have links to it.,1
2013,OnWN,connected underground tunnels used by rabbits,a series of connected underground tunnels occupied by rabbits.,4.6
2012,MSRvid,A woman boils eggs.,A woman places two eggs into a pot of water.,3
2015,answers-forums,Equality is widely accepted because it can mean so many different things to so many people.,Many times we judge the plausibility of a theory based on it's outcomes.,
2014,tweet-news,"Holy crap! :( ""2 killed as helicopter crashes into crane in central London""",Helicopter crashes in London rush hour,3.6
2012,MSRvid,A man is playing a piano.,A guy is peeling a potato.,0
2015,answers-students,"Bulbs A, B and C are on different paths",A and C are in different paths,
2015,images,A man riding his bike on the beach by the ocean.,A man walking his cow down the side of the road.,0.8
2014,headlines,Google launches internet-beaming balloons,Google 'are playing international tax game',1
2015,belief,"so if the jury was in fact instructed incorrectly, chances are they will not come to the correct conclusion.","the jury is to be instructed as to the law to be applied to the facts they determine, not the other way around.",3.4
2014,deft-forum,"If so, state that is why they're not true.","Please, what about them are not true.",3.2
2015,answers-forums,Try an experiment: take one aspect of that person's faith and go into ridiculous emotional detail.,I'll admit outright that it's late and so I won't read all of the rigorous Q&A presented here.,
2015,headlines,Seven bomb blasts kill 27 people in Iraqi capital Baghdad,Car bombs kill 26 in Iraqi capital,
2015,belief,this contraception thing is nothing but a new shiny object to distract the easily distracted and unfocused republicans.,the first baptist church in his hometown had to take up a collection to support the family gingrich had deserted.,
2015,answers-forums,Shutter priority for shots that I want to control how much the action is frozen or blurred (panning).,I have my camera on P by default and switch to aperture priority when I care about depth of field.,
2015,images,A black and white dog is carrying a stick in its mouth.,The black and white dog has a stick in his paws.,3
2015,answers-students,Terminal 1 is connected to the negative terminal.,terminal 1 is connected to the negative battery terminal,
2012,MSRpar,Five-time Tour de France winner and cancer survivor Lance Armstrong had a few words of advice for other cancer survivors in Denver on Friday.,Five-time Tour de France winner Lance Armstrong is in Denver today for a meeting about surviving cancer.,3.4
2015,belief,ground/home deliver tues thru sat...,they didn't even have a train station...,0
2015,belief,"other than that, i'm afraid there's not much else you can do.","either way, if you fancy a chat, feel free to pm if i were you id focus on an idol.",
2015,images,Two dogs play in the grass.,Two dogs run through the grass.,
2012,MSRpar,"Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.",NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.,4
2012,surprise.OnWN,"a discipline, a branch of knowledge",the discipline that records and interprets past events involving human beings.,2.25
2015,answers-forums,"Since Pac-Man can run off on side and onto the other, then it's a cylinder.",A map is seen as different routes placed usually on a two-dimensional plane.,
2012,MSRvid,A man is playing a flute.,A man is riding a scooter.,0.8
2015,answers-forums,"Why should your description of a scene occur at an instant in time, like a photo?",Describe first whatever will pull the reader into the scene.,
2014,tweet-news,Returning Zing to Dutch Cooking  ?Let?s go Dutch?? #Gartine,Putting Spice Into Dutch Cooking,4.2
2012,SMTeuroparl,Maij-Weggen report (A5-0323/2000),Maij-Weggen report (A5-0323/2000),5
2015,answers-forums,"If you mean purely muscular fitness, I doubt it's much.","If you use relatively heavy props there will be some benefit, but IMO not really comparable to dedicated strength training.",
2012,MSRvid,The doctor was helping the patient.,Doctors are trying to revive a man.,2.8
2015,belief,"this is england, we are a 3rd world dumping ground for some reason..",so i have been looking around for somewhere else.,
2015,answers-students,There is another component besides the battery in the circut.,The battery in 2 is not in a closed path,
2012,MSRpar,The elderly and those with weakened immune systems are also urged to protect against mosquito bites.,"But for the elderly and those with weakened immune systems, it can be fatal.",2.6
2012,MSRpar,"But at age 15, she had reached 260 pounds and a difficult decision: It was time to try surgery.","But at the age of 15, she weighed a whopping 117kg and came to a difficult decision: it was time to try surgery.",4.25
2015,answers-students,there is a gap between the battery terminal and the bulb terminal.,there is no gap between the terminals,
2015,headlines,US drone strike kills three in northwest Pakistan,US drone strike kills 4 in NW Pakistan,
2013,OnWN,The act of testing something.,the act of rejecting something.,0.4
2012,SMTeuroparl,Van Orden Report (A5-0241/2000),Report/ratio Van Orden (A5-0241/2000),4.5
2016,postediting,"The Thai authorities stopped him at passport control, and in the end, he went to Hong Kong.","The authorities Thaï the bloquèrent the passport control, and in the end, it out Hong Kong.",2
